TIME_PERIOD,SEA_LVL
2002,-0.8218660318532816
2002,-0.8469070318532816
2002,-0.8598800318532818
2002,-0.8442420318532817
2002,-0.8017010318532816
2002,-0.7705930318532817
2002,-0.7414160318532816
2002,-0.7011340318532817
2002,-0.6289250318532815
2002,-0.5176930318532817
2002,-0.3949620318532818
2002,-0.2655430318532819
2002,-0.1568070318532815
2002,-0.06363403185328176
2002,0.016119968146718122
2002,0.10712396814671843
2002,0.2085069681467182
2002,0.29010096814671815
2002,0.3422279681467182
2002,0.40357596814671837
2002,0.4731159681467183
2002,0.5653399681467182
2002,0.6344879681467184
2002,0.6798839681467181
2002,0.7003309681467185
2002,0.7089309681467184
2002,0.7270509681467185
2002,0.7360249681467184
2002,0.7124669681467184
2002,0.6691189681467185
2002,0.6034859681467184
2002,0.5436009681467184
2002,0.5011749681467181
2002,0.4384899681467185
2002,0.37600896814671847
2002,0.3288259681467185
2003,0.30390196814671855
2003,0.28275696814671836
2003,0.2523619681467184
2003,0.19477396814671843
2003,0.1348439681467184
2003,0.07966396814671839
2003,0.04403196814671828
2003,0.001766968146718284
2003,-0.04891803185328181
2003,-0.1114720318532818
2003,-0.16642403185328147
2003,-0.22947803185328164
2003,-0.2697120318532815
2003,-0.29586203185328186
2003,-0.3088050318532818
2003,-0.31985003185328154
2003,-0.32224503185328146
2003,-0.3469760318532815
2003,-0.37044703185328176
2003,-0.39158503185328186
2003,-0.3879410318532819
2003,-0.37873603185328175
2003,-0.3861650318532819
2003,-0.38982803185328185
2003,-0.3814600318532815
2003,-0.36559303185328185
2003,-0.3116560318532815
2003,-0.2565110318532815
2003,-0.17470303185328184
2003,-0.07461603185328158
2003,0.04351296814671812
2003,0.18551396814671817
2003,0.3188389681467183
2003,0.44220696814671845
2003,0.5737739681467184
2003,0.6980849681467185
2003,0.8170029681467184
2003,0.9167399681467185
2003,1.0042299681467184
2003,1.0595169681467183
2003,1.0691609681467185
2003,1.0835929681467182
2003,1.1145519681467184
2003,1.0983379681467182
2003,1.0712169681467185
2003,1.0504509681467185
2003,0.8905109681467183
2003,0.7995879681467182
2003,0.7444419681467185
2003,0.6965859681467181
2003,0.6680279681467183
2004,0.6033749681467184
2004,0.5148369681467182
2004,0.41229696814671835
2004,0.3432589681467184
2004,0.30943496814671834
2004,0.26590296814671843
2004,0.1944249681467185
2004,0.13655796814671817
2004,0.1114739681467185
2004,0.07816496814671847
2004,0.06169196814671851
2004,0.04708696814671853
2004,0.03168496814671817
2004,-0.024465031853281527
2004,-0.0841690318532815
2004,-0.1173680318532817
2004,-0.17907403185328175
2004,-0.2441440318532817
2004,-0.27896703185328153
2004,-0.30106703185328154
2004,-0.30563403185328175
2004,-0.3031920318532815
2004,-0.26523503185328146
2004,-0.21420803185328152
2004,-0.1657260318532816
2004,-0.11321803185328161
2004,-0.06271603185328178
2004,0.002958968146718366
2004,0.09583996814671814
2004,0.19418396814671812
2004,0.2780049681467185
2004,0.3646289681467185
2004,0.4706289681467184
2004,0.5908959681467185
2004,0.7169819681467184
2004,0.8327679681467184
2004,0.9451499681467181
2004,1.0224869681467181
2004,1.0680839681467185
2004,1.1096029681467185
2004,1.1321969681467183
2004,1.1361679681467183
2004,1.1151349681467182
2004,1.0927709681467181
2004,1.0815059681467183
2004,1.0482099681467183
2004,1.0028379681467183
2004,0.9793459681467183
2004,0.9662839681467181
2004,0.9372489681467182
2004,0.8792129681467182
2004,0.8280269681467183
2005,0.7589809681467181
2005,0.7308459681467183
2005,0.6980669681467182
2005,0.6430539681467184
2005,0.6286959681467184
2005,0.6094019681467184
2005,0.6065509681467183
2005,0.5822129681467185
2005,0.5206239681467184
2005,0.46254796814671817
2005,0.4034189681467182
2005,0.3532119681467183
2005,0.31162596814671817
2005,0.2698129681467183
2005,0.21375096814671846
2005,0.18859696814671834
2005,0.19819996814671814
2005,0.22041896814671835
2005,0.23385296814671852
2005,0.23523696814671835
2005,0.24398796814671853
2005,0.24998096814671822
2005,0.26707096814671827
2005,0.2918049681467183
2005,0.3087579681467183
2005,0.3424009681467184
2005,0.3970909681467183
2005,0.4432129681467183
2005,0.49783496814671846
2005,0.5597709681467182
2005,0.6498079681467184
2005,0.7461739681467185
2005,0.8521919681467183
2005,0.9523139681467185
2005,0.9909479681467181
2005,1.0858149681467184
2005,1.1851229681467181
2005,1.2851739681467182
2005,1.436668968146718
2005,1.4988299681467185
2005,1.5661729681467187
2005,1.634322968146718
2005,1.6475749681467184
2005,1.6440479681467184
2005,1.6358579681467185
2005,1.6263759681467183
2005,1.607310968146718
2005,1.5762409681467182
2005,1.5100509681467185
2005,1.4015079681467184
2005,1.2785459681467182
2006,1.1804029681467183
2006,1.0887519681467182
2006,0.9895559681467185
2006,0.8859959681467182
2006,0.7974639681467184
2006,0.7213229681467181
2006,0.6536819681467185
2006,0.5969789681467184
2006,0.5502699681467185
2006,0.49726396814671814
2006,0.4554429681467185
2006,0.4375999681467184
2006,0.4103689681467184
2006,0.3826599681467182
2006,0.3581269681467183
2006,0.36364296814671837
2006,0.37601296814671814
2006,0.38108996814671814
2006,0.37906196814671844
2006,0.3859229681467182
2006,0.39391296814671817
2006,0.42210796814671836
2006,0.47235196814671854
2006,0.5257209681467185
2006,0.5616579681467182
2006,0.6162199681467184
2006,0.6809819681467184
2006,0.7348579681467182
2006,0.7784919681467182
2006,0.8165889681467182
2006,0.8908619681467185
2006,0.9643599681467183
2006,1.0654919681467185
2006,1.1830679681467182
2006,1.2892219681467183
2006,1.3654149681467183
2006,1.470873968146718
2006,1.5973259681467185
2006,1.731452968146718
2006,1.820316968146718
2006,1.8703479681467186
2006,1.891248968146718
2006,1.845161968146718
2006,1.7779449681467185
2006,1.621531968146718
2006,1.5205749681467187
2006,1.4141129681467182
2006,1.3824599681467187
2006,1.3445069681467188
2006,1.2876479681467181
2007,1.2154239681467183
2007,1.1375199681467185
2007,1.0445509681467184
2007,0.9575979681467182
2007,0.8879059681467183
2007,0.8484329681467182
2007,0.8173379681467186
2007,0.7826199681467183
2007,0.7452659681467182
2007,0.7354209681467183
2007,0.7438129681467185
2007,0.7658169681467184
2007,0.7831519681467185
2007,0.7847499681467185
2007,0.7485669681467182
2007,0.7080929681467185
2007,0.6992019681467183
2007,0.6834399681467183
2007,0.6549599681467182
2007,0.6098579681467182
2007,0.5617869681467185
2007,0.5422579681467181
2007,0.5445309681467183
2007,0.5505119681467185
2007,0.5674179681467182
2007,0.5713089681467185
2007,0.5921239681467183
2007,0.6350709681467182
2007,0.7026319681467181
2007,0.7876819681467184
2007,0.8554389681467183
2007,0.9097639681467182
2007,0.9802299681467184
2007,1.0658969681467183
2007,1.1688439681467182
2007,1.2656799681467183
2007,1.361492968146718
2007,1.4433439681467184
2007,1.5041979681467184
2007,1.5659699681467187
2007,1.6306259681467181
2007,1.705325968146718
2007,1.774934968146718
2007,1.8245349681467187
2007,1.8554769681467183
2007,1.8569859681467187
2007,1.8249339681467185
2007,1.785374968146718
2007,1.736758968146718
2007,1.6900589681467184
2007,1.6209949681467184
2007,1.5297979681467182
2008,1.4350179681467181
2008,1.3440129681467181
2008,1.2627339681467182
2008,1.2145029681467183
2008,1.1658829681467182
2008,1.1139589681467181
2008,1.0682569681467182
2008,1.0411859681467184
2008,1.0112659681467182
2008,0.9755279681467184
2008,0.9351389681467182
2008,0.9264779681467181
2008,0.9020909681467182
2008,0.8886159681467185
2008,0.8755729681467184
2008,0.8923499681467182
2008,0.8940099681467184
2008,0.9046489681467182
2008,0.9240429681467184
2008,0.9482409681467185
2008,0.9682469681467185
2008,1.0065539681467182
2008,1.0487709681467186
2008,1.1015119681467183
2008,1.1136739681467183
2008,1.1296479681467182
2008,1.1516799681467185
2008,1.1795009681467183
2008,1.2359339681467185
2008,1.2931689681467184
2008,1.3413669681467186
2008,1.4127629681467186
2008,1.4689569681467183
2008,1.5257189681467183
2008,1.5879129681467181
2008,1.6660189681467181
2008,1.761705968146718
2008,1.8418349681467183
2008,1.9192259681467188
2008,1.976998968146718
2008,2.0073759681467185
2008,2.0534869681467183
2008,2.1052429681467184
2008,2.1618929681467187
2008,2.2114869681467186
2008,2.2155769681467183
2008,2.200471968146718
2008,2.1497489681467186
2008,2.0955739681467187
2008,2.0973019681467187
2008,2.0229999681467183
2008,1.945316968146718
2008,1.836094968146718
2009,1.5943219681467187
2009,1.5140109681467186
2009,1.441180968146718
2009,1.3862659681467187
2009,1.3698129681467184
2009,1.3356289681467186
2009,1.3048359681467185
2009,1.2877269681467185
2009,1.2860429681467185
2009,1.2795869681467185
2009,1.2591179681467182
2009,1.2516849681467184
2009,1.2406609681467184
2009,1.2214659681467182
2009,1.2007749681467184
2009,1.1741279681467183
2009,1.1470479681467185
2009,1.1297859681467184
2009,1.1299629681467183
2009,1.1326619681467185
2009,1.1459279681467183
2009,1.1564409681467183
2009,1.1656349681467182
2009,1.1858439681467186
2009,1.2319179681467185
2009,1.3020829681467183
2009,1.3676319681467182
2009,1.4286829681467181
2009,1.5029289681467186
2009,1.5848839681467184
2009,1.6927609681467186
2009,1.8226569681467182
2009,1.9530279681467184
2009,2.076524968146718
2009,2.1909129681467188
2009,2.310925968146718
2009,2.4160739681467187
2009,2.5105279681467185
2009,2.5918949681467187
2009,2.662764968146718
2009,2.7115319681467187
2009,2.7448329681467185
2009,2.7541599681467184
2009,2.752810968146718
2009,2.7254449681467183
2009,2.6743569681467183
2009,2.6290099681467187
2009,2.579029968146718
2009,2.5111569681467185
2009,2.4337579681467187
2009,2.3541709681467187
2009,2.2520009681467186
2010,2.1410349681467182
2010,2.0355749681467183
2010,1.9746749681467182
2010,1.9233729681467184
2010,1.8713379681467184
2010,1.8195949681467183
2010,1.7724239681467187
2010,1.7251769681467182
2010,1.6921249681467185
2010,1.6711119681467186
2010,1.645449968146718
2010,1.605874968146718
2010,1.5504199681467186
2010,1.492922968146718
2010,1.4585649681467188
2010,1.4538839681467182
2010,1.460445968146718
2010,1.4889489681467185
2010,1.5095949681467187
2010,1.5368159681467186
2010,1.5658099681467186
2010,1.6017499681467187
2010,1.6517309681467185
2010,1.7045449681467182
2010,1.743615968146718
2010,1.7821759681467184
2010,1.7955349681467188
2010,1.823970968146718
2010,1.8587909681467187
2010,1.9007319681467183
2010,1.9383929681467182
2010,1.9794849681467181
2010,2.0171289681467184
2010,2.0576459681467187
2010,2.099953968146718
2010,2.1611039681467186
2010,2.2223149681467187
2010,2.293776968146718
2010,2.3803249681467187
2010,2.459454968146718
2010,2.515462968146718
2010,2.5485449681467185
2010,2.5721879681467184
2010,2.567928968146718
2010,2.552011968146718
2010,2.5138129681467185
2010,2.4591649681467183
2010,2.3839599681467187
2010,2.3116289681467186
2010,2.2413879681467184
2010,2.1862459681467183
2010,2.120624968146718
2011,2.0505859681467187
2011,1.968522968146718
2011,1.882320968146718
2011,1.7898459681467185
2011,1.6947159681467183
2011,1.613169968146718
2011,1.5408329681467188
2011,1.4467129681467186
2011,1.3519539681467188
2011,1.2800339681467183
2011,1.2357549681467184
2011,1.1982439681467185
2011,1.1645089681467184
2011,1.1227439681467182
2011,1.0782729681467185
2011,1.0446399681467184
2011,1.0424409681467184
2011,1.0466499681467183
2011,1.0621939681467185
2011,1.0776769681467182
2011,1.1172299681467184
2011,1.1784939681467184
2011,1.2523499681467185
2011,1.3161419681467184
2011,1.3676159681467186
2011,1.4126329681467182
2011,1.4755909681467183
2011,1.547282968146718
2011,1.6343649681467185
2011,1.732196968146718
2011,1.8288149681467183
2011,1.9266789681467187
2011,2.0259559681467185
2011,2.1327709681467186
2011,2.250866968146718
2011,2.3728119681467184
2011,2.492299968146718
2011,2.596312968146718
2011,2.676306968146718
2011,2.7288539681467188
2011,2.760270968146718
2011,2.784962968146718
2011,2.8043529681467185
2011,2.8152949681467185
2011,2.8069079681467186
2011,2.783061968146718
2011,2.761579968146718
2011,2.7324859681467184
2011,2.7233479681467183
2011,2.7190419681467186
2011,2.705726968146718
2011,2.701055968146718
2012,2.6814229681467183
2012,2.6517699681467186
2012,2.6199679681467187
2012,2.579136968146718
2012,2.5348469681467187
2012,2.469183968146718
2012,2.415002968146718
2012,2.3743649681467187
2012,2.317762968146718
2012,2.2747999681467186
2012,2.2364839681467186
2012,2.1926079681467185
2012,2.1578449681467187
2012,2.1336929681467187
2012,2.1240659681467187
2012,2.1213459681467186
2012,2.1062479681467186
2012,2.1089499681467188
2012,2.1223409681467182
2012,2.1530729681467187
2012,2.1992939681467187
2012,2.2401119681467185
2012,2.280959968146718
2012,2.340879968146718
2012,2.4049639681467183
2012,2.4985069681467187
2012,2.582294968146718
2012,2.653234968146718
2012,2.716501968146718
2012,2.773785968146718
2012,2.838731968146718
2012,2.919055968146718
2012,2.9964479681467187
2012,3.0711469681467185
2012,3.159886968146718
2012,3.2641299681467184
2012,3.3769759681467186
2012,3.490178968146718
2012,3.6033959681467187
2012,3.6997689681467185
2012,3.7763229681467183
2012,3.8250999681467186
2012,3.850511968146718
2012,3.852489968146718
2012,3.847391968146718
2012,3.821593968146718
2012,3.7834229681467186
2012,3.7546259681467187
2012,3.7346489681467188
2012,3.6948959681467186
2012,3.6355589681467184
2012,3.5764449681467183
2013,3.471070968146718
2013,3.3977599681467185
2013,3.334187968146718
2013,3.2456519681467184
2013,3.2304289681467186
2013,3.1751509681467183
2013,3.1281429681467183
2013,3.1000329681467185
2013,3.0541949681467186
2013,3.0202289681467183
2013,2.9845509681467184
2013,2.9401029681467183
2013,2.906670968146718
2013,2.8140039681467184
2013,2.7811599681467185
2013,2.7311029681467187
2013,2.6828529681467184
2013,2.658919968146718
2013,2.620128968146718
2013,2.5968889681467187
2013,2.584512968146718
2013,2.569053968146718
2013,2.5535709681467185
2013,2.5444829681467183
2013,2.5592639681467184
2013,2.595588968146718
2013,2.6427849681467186
2013,2.694071968146718
2013,2.7377979681467184
2013,2.792715968146718
2013,2.855113968146718
2013,2.8931589681467185
2013,3.0289349681467184
2013,3.1406119681467186
2013,3.240056968146718
2013,3.4438329681467184
2013,3.5655439681467187
2013,3.671069968146718
2013,3.7529009681467183
2013,3.7492929681467184
2013,3.749252968146718
2013,3.7600849681467188
2013,3.7585249681467183
2013,3.731402968146718
2013,3.688315968146718
2013,3.6297219681467188
2013,3.5734769681467182
2013,3.5166359681467187
2013,3.4588179681467186
2013,3.3957339681467187
2013,3.3390209681467184
2014,3.269554968146718
2014,3.2352179681467184
2014,3.219298968146718
2014,3.1890539681467183
2014,3.1567749681467183
2014,3.1254549681467183
2014,3.0893259681467184
2014,3.0580209681467188
2014,3.0227739681467187
2014,3.0018049681467187
2014,2.956195968146718
2014,2.8901399681467184
2014,2.832835968146718
2014,2.760847968146718
2014,2.6884119681467182
2014,2.6404079681467185
2014,2.6103209681467185
2014,2.5867159681467187
2014,2.5810359681467188
2014,2.587061968146718
2014,2.601707968146718
2014,2.637094968146718
2014,2.703464968146718
2014,2.7665209681467187
2014,2.8456619681467186
2014,2.9270319681467183
2014,3.008102968146718
2014,3.0971819681467188
2014,3.189707968146718
2014,3.3038129681467185
2014,3.4027019681467183
2014,3.4912419681467184
2014,3.5947789681467186
2014,3.6943819681467187
2014,3.794855968146718
2014,3.9011889681467182
2014,3.9964659681467185
2014,4.076376968146718
2014,4.124763968146718
2014,4.1692719681467185
2014,4.195955968146718
2014,4.210589968146719
2014,4.194597968146718
2014,4.175979968146718
2014,4.164096968146719
2014,4.155497968146719
